dexy - INFO - starting logging for dexy
dexy - INFO - (state:running) 2b7fd9ba06c2bc54ca8e1a0f4d267e59 doc:node_modules/grunt/node_modules/findup-sync/node_modules/glob/test/new-glob-optional-options.js: running...
dexy - INFO - (state:running) 1235536c56a5ff32b01fc600bc085ec6 doc:node_modules/grunt/node_modules/exit/Gruntfile.js: running...
dexy - INFO - (state:running) 17795dceddc89ea69cfec0878520d5a3 doc:node_modules/grunt/node_modules/getobject/lib/getobject.js: running...
dexy - INFO - (state:running) 869ecfb5f5c1856fcbf9bc4a707fcd44 doc:node_modules/grunt/node_modules/coffee-script/lib/coffee-script/coffee-script.js: running...
dexy - INFO - (state:running) e31a869710aec33ec9baf27d69f42270 doc:node_modules/grunt/node_modules/grunt-legacy-log/node_modules/underscore.string/test/test_underscore/functions.js: running...
dexy - INFO - (state:running) 2402b381f03d0175eb2e022301a5b1fd doc:node_modules/grunt-contrib-watch/node_modules/gaze/node_modules/globule/node_modules/lodash/vendor/tar/lib/global-header-writer.js: running...
dexy - INFO - (state:running) 4c6921e1ee21195b892babe5e7346c4d doc:node_modules/grunt/node_modules/grunt-legacy-log/index.js: running...
dexy - INFO - (state:running) fc36854b6867c1581ab159b09dd7e2f4 pattern:*.png: running...
dexy - INFO - (state:running) 23f661bccb89a9874fd22cf6eea0ac35 doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html400.png: running...
dexy - INFO - (state:running) f2a8120dd8bba4ff87e5e1c43a8ca0a3 doc:screenshots/home900.png: running...
dexy - INFO - (state:running) 941a413a84d18257ba775f836fa958a4 doc:screenshots/home600.png: running...
dexy - INFO - (state:running) c1fa1b87da3697d53763967f04bce81d doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html400.png: running...
dexy - INFO - (state:running) c26d0d43b7400de8eccef0d237f405c1 doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html900.png: running...
dexy - INFO - (state:running) d192d9959c66bd54d2ca1503955cbe17 doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html600.png: running...
dexy - INFO - (state:running) e06dc2a4c274d96215bb9c03cac51af7 doc:screenshots/home400.png: running...
dexy - INFO - (state:running) 1a8236bb8d0e7fd5305a168dbca5b594 doc:screenshots/home1200.png: running...
dexy - INFO - (state:running) 4876fc5c48640129b29e8f08f313a2c0 doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html600.png: running...
dexy - INFO - (state:running) d7ca5b8627b92bf6f069290d8d9b12e7 doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html1200.png: running...
dexy - INFO - (state:running) 93c2012db735933d3c03e237cbb71dcb doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html900.png: running...
dexy - INFO - (state:running) 518ba9d7401988158a9737f9617eceb2 doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html1200.png: running...
dexy - INFO - (state:running) ba967b4154d84066fb2b143c597ce9c0 pattern:*.jpg: running...
dexy - INFO - (state:running) ebdce457c0190a24bda4ed186a061043 doc:guidelines.markdown|pandoc|hd|ft|jinja: running...
dexy - INFO - (state:running) 028f7c8948b110507ddafd408fd8dc83 bundle:partials: running...
dexy - INFO - (state:running) ef9867c9447d3057d472ad426df86a05 pattern:_*.html: running...
dexy - INFO - (state:running) f0715a4bbfb56fc77971a8954f077871 doc:_footer.html: running...
dexy - INFO - (state:running) 69d9b376a29cd8dfe07b3ffec18d4b55 doc:_header.html: running...
dexy - INFO - (state:running) 4b3cdc4cb815dfa317ae58526612f4b8 bundle:screenshots: running...
dexy - INFO - (state:running) a39c8cfca6c63f0eaa27216671e19220 doc:screenshots.js|casperjs: running...
dexy - WARNING - (state:running) a39c8cfca6c63f0eaa27216671e19220 doc:screenshots.js|casperjs: 13 additional files added
dexy - INFO - (state:running) e18316a8497657b74e06d7cf455799d2 doc:cookies.txt: running...
dexy - INFO - (state:running) d192d9959c66bd54d2ca1503955cbe17 doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html600.png: running...
dexy - INFO - (state:running) f2a8120dd8bba4ff87e5e1c43a8ca0a3 doc:screenshots/home900.png: running...
dexy - INFO - (state:running) 4876fc5c48640129b29e8f08f313a2c0 doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html600.png: running...
dexy - INFO - (state:running) e06dc2a4c274d96215bb9c03cac51af7 doc:screenshots/home400.png: running...
dexy - INFO - (state:running) d7ca5b8627b92bf6f069290d8d9b12e7 doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html1200.png: running...
dexy - INFO - (state:running) 23f661bccb89a9874fd22cf6eea0ac35 doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html400.png: running...
dexy - INFO - (state:running) c1fa1b87da3697d53763967f04bce81d doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html400.png: running...
dexy - INFO - (state:running) c26d0d43b7400de8eccef0d237f405c1 doc:screenshots/_patterns_04-pages-03-ni-blog_04-pages-03-ni-blog.html900.png: running...
dexy - INFO - (state:running) 941a413a84d18257ba775f836fa958a4 doc:screenshots/home600.png: running...
dexy - INFO - (state:running) 518ba9d7401988158a9737f9617eceb2 doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html1200.png: running...
dexy - INFO - (state:running) 93c2012db735933d3c03e237cbb71dcb doc:screenshots/_patterns_03-templates-03-ni-blog_03-templates-03-ni-blog.html900.png: running...
dexy - INFO - (state:running) 1a8236bb8d0e7fd5305a168dbca5b594 doc:screenshots/home1200.png: running...
